8,y,0.4,
8,k,0.45,
8,g,0.45,
8,x,0.55,
8,N,0.35,
8,q,0.25,
8,X,0.3,
8,h,0.3,
8,7,0.25,
8,L,0.5,
8,4,0.6,
8,G,0.35,
8,!,0.15,
8,i,0.1,
8,e,0.1,
8,E,0.1,
8,3,0.1,
8,a,0.1,
8,u,0.1,
8,o,0.1,
t,d,0.95,
t,s,0.9,
t,z,0.85,
t,c,0.88,
t,n,0.75,
t,r,0.65,
t,l,0.55,
t,S,0.85,
t,Z,0.8,
t,C,0.88,
t,j,0.75,
t,T,0.9,
t,5,0.75,
t,y,0.5,
t,k,0.55,
t,g,0.5,
t,x,0.45,
t,N,0.3,
t,q,0.4,
t,X,0.35,
t,h,0.2,
t,7,0.4,
t,L,0.2,
t,4,0.75,
t,G,0.35,
t,!,0.15,
t,i,0.1,
t,e,0.1,
t,E,0.1,
t,3,0.1,
t,a,0.1,
t,u,0.1,
t,o,0.1,
d,s,0.85,
d,z,0.9,
d,c,0.88,
d,n,0.75,
d,r,0.65,
d,l,0.55,
d,S,0.8,
d,Z,0.85,
d,C,0.75,
d,j,0.8,
d,T,0.9,
d,5,0.8,
d,y,0.6,
d,k,0.6,
d,g,0.65,
d,x,0.5,
d,N,0.4,
d,q,0.45,
d,X,0.4,
d,h,0.3,
d,7,0.4,
d,L,0.2,
d,4,0.5,
d,G,0.5,
d,!,0.15,
d,i,0.1,
d,e,0.1,
d,E,0.1,
d,3,0.1,
d,a,0.1,
d,u,0.1,
d,o,0.1,
s,z,0.95,
s,c,0.9,
s,n,0.8,
s,r,0.7,
s,l,0.6,
s,S,0.9,
s,Z,0.85,
s,C,0.8,
s,j,0.75,
s,T,0.75,
s,5,0.6,
s,y,0.5,
s,k,0.5,
s,g,0.45,
s,x,0.55,
s,N,0.4,
s,q,0.3,
s,X,0.35,
s,h,0.25,
s,7,0.2,
s,L,0.4,
s,4,0.6,
s,G,0.25,
s,!,0.15,
s,i,0.1,
s,e,0.1,
s,E,0.1,
s,3,0.1,
s,a,0.1,
s,u,0.1,
s,o,0.1,
z,c,0.85,
z,n,0.8,
z,r,0.7,
z,l,0.6,
z,S,0.85,
z,Z,0.9,
z,C,0.75,
z,j,0.8,
z,T,0.7,
z,5,0.6,
z,y,0.5,
z,k,0.45,
z,g,0.5,
z,x,0.5,
z,N,0.4,
z,q,0.25,
z,X,0.3,
z,h,0.27,
z,7,0.2,
z,L,0.4,
z,4,0.6,
z,G,0.3,
z,!,0.15,
z,i,0.1,
z,e,0.1,
z,E,0.1,
z,3,0.1,
z,a,0.1,
z,u,0.1,
z,o,0.1,
c,n,0.8,
c,r,0.7,
c,l,0.6,
c,S,0.95,
c,Z,0.9,
c,C,0.95,
c,j,0.9,
c,T,0.8,
c,5,0.7,
c,y,0.6,
c,k,0.8,
c,g,0.75,
c,x,0.7,
c,N,0.5,
c,q,0.5,
c,X,0.45,
c,h,0.4,
c,7,0.3,
c,L,0.3,
c,4,0.6,
c,G,0.45,
c,!,0.15,
c,i,0.1,
c,e,0.1,
c,E,0.1,
c,3,0.1,
c,a,0.1,
c,u,0.1,
c,o,0.1,
n,r,0.9,
n,l,0.8,
n,S,0.7,
n,Z,0.7,
n,C,0.65,
n,j,0.65,
n,T,0.6,
n,5,0.6,
n,y,0.7,
n,k,0.4,
n,g,0.4,
n,x,0.45,
n,N,0.9,
n,q,0.3,
n,X,0.35,
n,h,0.3,
n,7,0.2,
n,L,0.6,
n,4,0.95,
n,G,0.3,
n,!,0.15,
n,i,0.1,
n,e,0.1,
n,E,0.1,
n,3,0.1,
n,a,0.1,
n,u,0.1,
n,o,0.1,
r,l,0.9,
r,S,0.55,
r,Z,0.55,
r,C,0.57,
r,j,0.57,
r,T,0.45,
r,5,0.65,
r,y,0.75,
r,k,0.4,
r,g,0.4,
r,x,0.7,
r,N,0.57,
r,q,0.3,
r,X,0.7,
r,h,0.3,
r,7,0.2,
r,L,0.85,
r,4,0.6,
r,G,0.3,
r,!,0.15,
r,i,0.1,
r,e,0.1,
r,E,0.1,
r,3,0.1,
r,a,0.3,
r,u,0.1,
r,o,0.1,
l,S,0.55,
l,Z,0.55,
l,C,0.57,
l,j,0.57,
l,T,0.45,
l,5,0.65,
l,y,0.75,
l,k,0.4,
l,g,0.4,
l,x,0.4,
l,N,0.5,
l,q,0.3,
l,X,0.25,
l,h,0.25,
l,7,0.2,
l,L,0.95,
l,4,0.57,
l,G,0.3,
l,!,0.15,
l,i,0.1,
l,e,0.1,
l,E,0.1,
l,3,0.1,
l,a,0.1,
l,u,0.1,
l,o,0.3,
S,Z,0.95,
S,C,0.9,
S,j,0.85,
S,T,0.8,
S,5,0.4,
S,y,0.4,
S,k,0.35,
S,g,0.4,
S,x,0.45,
S,N,0.3,
S,q,0.3,
S,X,0.35,
S,h,0.35,
S,7,0.2,
S,L,0.2,
S,4,0.4,
S,G,0.35,
S,!,0.15,
S,i,0.1,
S,e,0.1,
S,E,0.1,
S,3,0.1,
S,a,0.1,
S,u,0.1,
S,o,0.1,
Z,C,0.85,
Z,j,0.9,
Z,T,0.8,
Z,5,0.75,
Z,y,0.7,
Z,k,0.4,
Z,g,0.45,
Z,x,0.5,
Z,N,0.3,
Z,q,0.3,
Z,X,0.35,
Z,h,0.35,
Z,7,0.2,
Z,L,0.3,
Z,4,0.4,
Z,G,0.3,
Z,!,0.15,
Z,i,0.1,
Z,e,0.1,
Z,E,0.1,
Z,3,0.1,
Z,a,0.1,
Z,u,0.1,
Z,o,0.1,
C,j,0.95,
C,T,0.85,
C,5,0.65,
C,y,0.65,
C,k,0.7,
C,g,0.65,
C,x,0.5,
C,N,0.3,
C,q,0.6,
C,X,0.4,
C,h,0.35,
C,7,0.3,
C,L,0.2,
C,4,0.3,
C,G,0.5,
C,!,0.15,
C,i,0.1,
C,e,0.1,
C,E,0.1,
C,3,0.1,
C,a,0.1,
C,u,0.1,
C,o,0.1,
j,T,0.8,
j,5,0.65,
j,y,0.7,
j,k,0.65,
j,g,0.7,
j,x,0.45,
j,N,0.3,
j,q,0.55,
j,X,0.35,
j,h,0.35,
j,7,0.3,
j,L,0.2,
j,4,0.3,
j,G,0.6,
j,!,0.15,
j,i,0.1,
j,e,0.1,
j,E,0.1,
j,3,0.1,
j,a,0.1,
j,u,0.1,
j,o,0.1,
T,5,0.6,
T,y,0.5,
T,k,0.8,
T,g,0.75,
T,x,0.7,
T,N,0.4,
T,q,0.6,
T,X,0.65,
T,h,0.55,
T,7,0.3,
T,L,0.2,
T,4,0.25,
T,G,0.55,
T,!,0.15,
T,i,0.1,
T,e,0.1,
T,E,0.1,
T,3,0.1,
T,a,0.1,
T,u,0.1,
T,o,0.1,
5,y,0.7,
5,k,0.4,
5,g,0.4,
5,x,0.4,
5,N,0.85,
5,q,0.3,
5,X,0.3,
5,h,0.3,
5,7,0.2,
5,L,0.6,
5,4,0.9,
5,G,0.3,
5,!,0.15,
5,i,0.1,
5,e,0.1,
5,E,0.1,
5,3,0.1,
5,a,0.1,
5,u,0.1,
5,o,0.1,
y,k,0.3,
y,g,0.3,
y,x,0.3,
y,N,0.5,
y,q,0.2,
y,X,0.2,
y,h,0.2,
y,7,0.2,
y,L,0.7,
y,4,1,
y,G,0.2,
y,!,0.15,
y,i,0.9,
y,e,0.5,
y,E,0.5,
y,3,0.2,
y,a,0.1,
y,u,0.1,
y,o,0.1,
k,g,0.95,
k,x,0.9,
k,N,0.5,
k,q,0.85,
k,X,0.8,
k,h,0.7,
k,7,0.65,
k,L,0.4,
k,4,0.2,
k,G,0.8,
k,!,0.15,
k,i,0.1,
k,e,0.1,
k,E,0.1,
k,3,0.1,
k,a,0.1,
k,u,0.1,
k,o,0.1,
g,x,0.8,
g,N,0.55,
g,q,0.8,
g,X,0.75,
g,h,0.7,
g,7,0.6,
g,L,0.4,
g,4,0.2,
g,G,0.8,
g,!,0.15,
g,i,0.1,
g,e,0.1,
g,E,0.1,
g,3,0.1,
g,a,0.1,
g,u,0.1,
g,o,0.1,
x,N,0.4,
x,q,0.8,
x,X,0.9,
x,h,0.85,
x,7,0.5,
x,L,0.3,
x,4,0.2,
x,G,0.75,
x,!,0.15,
x,i,0.1,
x,e,0.1,
x,E,0.1,
x,3,0.1,
x,a,0.1,
x,u,0.1,
x,o,0.1,
N,q,0.55,
N,X,0.3,
N,h,0.3,
N,7,0.2,
N,L,0.4,
N,4,0.8,
N,G,0.55,
N,!,0.15,
N,i,0.1,
N,e,0.1,
N,E,0.1,
N,3,0.1,
N,a,0.1,
N,u,0.1,
N,o,0.1,
q,X,0.9,
q,h,0.9,
q,7,0.7,
q,L,0.3,
q,4,0.2,
q,G,0.95,
q,!,0.15,
q,i,0.1,
q,e,0.1,
q,E,0.1,
q,3,0.1,
q,a,0.1,
q,u,0.1,
q,o,0.1,
X,h,0.9,
X,7,0.7,
X,L,0.2,
X,4,0.2,
X,G,0.8,
X,!,0.15,
X,i,0.1,
X,e,0.1,
X,E,0.1,
X,3,0.1,
X,a,0.1,
X,u,0.1,
X,o,0.1,
h,7,0.7,
h,L,0.2,
h,4,0.2,
h,G,0.9,
h,!,0.15,
h,i,0.1,
h,e,0.1,
h,E,0.1,
h,3,0.1,
h,a,0.1,
h,u,0.1,
h,o,0.1,
7,L,0.2,
7,4,0.2,
7,G,0.6,
7,!,0.15,
7,i,0.1,
7,e,0.1,
7,E,0.1,
7,3,0.1,
7,a,0.1,
7,u,0.1,
7,o,0.1,
L,4,0.4,
L,G,0.3,
L,!,0.15,
L,i,0.1,
L,e,0.1,
L,E,0.1,
L,3,0.1,
L,a,0.1,
L,u,0.1,
L,o,0.3,
4,G,0.2,
4,!,0.15,
4,i,0.1,
4,e,0.1,
4,E,0.1,
4,3,0.1,
4,a,0.1,
4,u,0.1,
4,o,0.1,
G,!,0.15,
G,i,0.1,
G,e,0.1,
G,E,0.1,
G,3,0.1,
G,a,0.1,
G,u,0.1,
G,o,0.1,
!,i,0.1,
!,e,0.1,
!,E,0.1,
!,3,0.1,
!,a,0.1,
!,u,0.1,
!,o,0.1,
i,e,0.8,
i,E,0.7,
i,3,0.5,
i,a,0.3,
i,u,0.4,
i,o,0.2,
e,E,0.9,
e,3,0.7,
e,a,0.5,
e,u,0.4,
e,o,0.2,
E,3,0.6,
E,a,0.7,
E,u,0.4,
E,o,0.3,
3,a,0.6,
3,u,0.4,
3,o,0.3,
a,u,0.3,
a,o,0.4,
u,o,0.7,
